id,make,model,year,type,trimLevel,retailPrice,fuelType,batteryCapacity,range,enginePowerHP,maxTorque,acceleration,topSpeed,length,height,weight,seats,luggageSpace,standardFeatures_list
361646,Skoda,Fabia,2026,1.0 TSI Greentech 70kW Essence 5d,Essence,24035.0,B,0.0,800.0,95,175,10.6,190,4108,1459,1059,5,380,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Extra verlichting|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Sperdifferentieel|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Mistlampen voor|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Comfort: Functies op aanvraag voorbereiding|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Telematics|Wielen: Bandenset|Overig: lokale taal|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Veiligheid: Trailer stabiliteits programma|Audio: Verb. met ext. entertainment syst.|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Wifi netwerk|Comfort: ingebouwde Apps|Comfort: Apps controle|Veiligheid: Remsyst ter prev mrdere botsingen|Veiligheid: airbags|Overig: Torque vectoring differential|Overig: Services op afstand|Overig: Over air updates|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: USB oplaadpoort(en)|Overig: Geïntegr interface infotainment|Overig: OEM Data plan|Overig: GSR2-compatibel
376671,Hyundai,Bayon,2025,1.0 T-GDI 100pk MHEV Comfort 5d,Comfort,29200.0,B,0.0,0.0,100,171,11.3,179,4180,1500,1120,5,334,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Uiterlijk: Voorbereiding trekhaak|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Cruise control|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Dak: Dakrelingen|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Stoelen: Centrale armsteun voor|Stoelen: Centrale armsteun achter|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch inklapbare spiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Comfort: Navigatiesystemen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Stem herkennings systeem|Wielen: Bandenset|Overig: lokale taal|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Parkeer hulp|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Draadloos oplaad tablet|Comfort: Apps controle|Veiligheid: Remsyst ter prev mrdere botsingen|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Intelligente snelheidsassistent|Overig: Sfeerverlichting|Overig: Services op afstand|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: USB oplaadpoort(en)|Overig: Drempel bescherming|Overig: OEM Data plan|Overig: GSR2-compatibel|Overig: Garantiebatterij - totaal|Overig: Garantie elektrische systemen - totaal
346255,Renault,Clio,2024,1.6 Hybrid 145 E-TECH Evolution 5d,Evolution,25895.0,BH,1.2,0.0,143,144,9.3,175,4053,1440,1235,5,318,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Uiterlijk: Chroom/glimmend accent|Remmen: ABS|Comfort: Cruise control|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Electronic traction control|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Telematics|Wielen: Bandenset|Overig: lokale taal|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Bestuurders profielen|Comfort: ingebouwde Apps|Comfort: Apps controle|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Intelligente snelheidsassistent|Overig: WLTP electric energy consumption|Overig: Services op afstand|Overig: Over air updates|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: USB oplaadpoort(en)|Overig: GSR2-compatibel|Overig: Garantiebatterij - totaal|Overig: Garantie elektrische systemen - totaal
372609,Renault,5,2024,BEV 40kWh 120 pk Evolution urban range 5d,Evolution,26895.0,VE,40.0,312.0,120,225,9.0,150,3922,1498,1356,5,326,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Cruise control|Comfort: Extra verlichting|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Electronic traction control|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Stoelen: Centrale armsteun voor|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Smart kaart / sleutel|Comfort: Telematics|Remmen: Elektronische handrem|Wielen: Bandenset|Overig: lokale taal|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Start knop|Comfort: Parkeer hulp|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Remote accu management|Comfort: Klimaat controle op afstand bedienbaar|Veiligheid: Centrale airbag voorstoelen|Comfort: ingebouwde Apps|Comfort: Apps controle|Veiligheid: Hoorbaar voetgangers waarsch.systeem|Veiligheid: airbags|Comfort: Telefoon integratie|Veiligheid: Zelfstandig rijden|Overig: Sfeerverlichting|Overig: Oplaadstekker|Overig: WLTP electric energy consumption|Overig: WLTP electric range|Overig: Services op afstand|Overig: Over air updates|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: Zwart accent|Overig: USB oplaadpoort(en)|Overig: Mode 3 laadkabel|Overig: V2L charging|Overig: Meerdere gebruikersprofielen|Overig: Geïntegr interface infotainment|Overig: OEM Data plan|Overig: GSR2-compatibel|Overig: Garantiebatterij - totaal|Overig: Garantie elektrische systemen - totaal
J304SH,Opel,Crossland X,2020,1.2 Turbo S&S 81Kw Edition 2020 5d,Edition 2020,29768.0,B,0.0,0.0,110,205,10.9,187,4212,1605,1154,5,410,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Kofferontsluiting|Comfort: Cruise control|Comfort: Leeslampen|Comfort: Kofferruimteverlichting|Comfort: Make-up spiegel|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Toerenteller|Instrumentatie: Buitentemperatuur|Instrumentatie: Waarsch. veiligheidsgordels|Instrumentatie: Computer|Interieurbekleding: Vloermatten|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Opbergruimte: Console|Transmissie: Stabiliteitscontrole|Remmen: Elektronische remkrachtverdeling|Remmen: Remassistent|Comfort: Entertainment display screen|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Stem herkennings systeem|Remmen: Cornering brake control|Motor: Roetfilter systeem|Wielen: Bandenset|Remmen: helling houder|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Zicht: privacy glas|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Comfort: Apps controle|Comfort: navigatie via mobiele telefoon|Comfort: Spraak naar tekst|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Media control
R608PG,Nissan,Micra,2022,IG-T 92 N-DESIGN 5d,N-DESIGN,25139.0,B,0.0,745.0,92,160,11.8,178,3999,1455,1035,5,300,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Cruise control|Comfort: Leeslampen|Comfort: Make-up spiegel|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Toerenteller|Instrumentatie: Buitentemperatuur|Instrumentatie: Waarsch. veiligheidsgordels|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Mistlampen voor|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch inklapbare spiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Opbergruimte: Console|Transmissie: Stabiliteitscontrole|Remmen: Elektronische remkrachtverdeling|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Remmen: Cornering brake control|Wielen: Bandenset|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Zicht: privacy glas|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Apps controle|Comfort: Spraak naar tekst|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Media control|Overig: Torque vectoring differential|Overig: Noodoproep|Overig: USB oplaadpoort(en)
359394,MINI,Cooper,2025,E 3d,E,30340.0,VE,40.7,300.0,184,290,7.3,160,3858,1460,1515,4,210,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Cruise control|Comfort: Extra verlichting|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Sperdifferentieel|Transmissie: Electronic traction control|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Interieurbekleding: Vloermatten|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Stoelen: Centrale armsteun voor|Ventilatie: Ventilatiesysteem|Ventilatie: Gescheiden ventilatie|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Zicht: Verwarmde ruitensproeier|Wielen: Wielen|Comfort: Navigatiesystemen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Smart kaart / sleutel|Comfort: Stem herkennings systeem|Comfort: Telematics|Remmen: Elektronische handrem|Veiligheid: Inhaalsensor|Wielen: Bandenset|Overig: lokale taal|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Veiligheid: Lane departure waarschuwing|Veiligheid: Pop up motorkap|Veiligheid: Trailer stabiliteits programma|Audio: Verb. met ext. entertainment syst.|Comfort: Start knop|Comfort: Parkeer hulp|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Comfort: Parkeer ruimte informatie|Instrumentatie: Verkeersbordherkenning|Comfort: intern geheugen/HD|Comfort: Bestuurders profielen|Comfort: Aanhanger assistentie|Comfort: Wifi netwerk|Comfort: Remote accu management|Comfort: Klimaat controle op afstand bedienbaar|Veiligheid: Centrale airbag voorstoelen|Comfort: ingebouwde Apps|Comfort: Apps controle|Comfort: Cross-traffic alert|Veiligheid: Hoorbaar voetgangers waarsch.systeem|Veiligheid: Remsyst ter prev mrdere botsingen|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Sfeerverlichting|Overig: Oplaadstekker|Overig: WLTP electric energy consumption|Overig: WLTP electric range|Overig: Services op afstand|Overig: Over air updates|Overig: Uitstap alarm|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: USB oplaadpoort(en)|Overig: Mode 3 laadkabel|Overig: Meerdere gebruikersprofielen|Overig: Geïntegr interface infotainment|Overig: GSR2-compatibel|Overig: Garantiebatterij - totaal|Overig: Garantie elektrische systemen - totaal
J272PB,Opel,Astra,2020,1.2 turbo 96kW Elegance 5d,Elegance,30337.6,B,0.0,0.0,130,225,9.9,215,4370,1485,1180,5,370,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Uiterlijk: Chroom/glimmend accent|Remmen: ABS|Comfort: Cruise control|Comfort: Leeslampen|Comfort: Kofferruimteverlichting|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Toerenteller|Instrumentatie: Buitentemperatuur|Instrumentatie: Waarsch. veiligheidsgordels|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Draaiverl./bermverl.|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Stoelen: Centrale armsteun voor|Stoelen: Centrale armsteun achter|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Gescheiden ventilatie|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch inklapbare spiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Comfort: Navigatiesystemen|Opbergruimte: Console|Transmissie: Stabiliteitscontrole|Remmen: Elektronische remkrachtverdeling|Remmen: Remassistent|Comfort: Entertainment display screen|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Smart kaart / sleutel|Comfort: Stem herkennings systeem|Remmen: Elektronische handrem|Remmen: Cornering brake control|Veiligheid: Inhaalsensor|Motor: Roetfilter systeem|Wielen: Bandenset|Remmen: helling houder|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Start knop|Comfort: Parkeer hulp|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Comfort: Parkeer ruimte informatie|Comfort: intern geheugen/HD|Comfort: ingebouwde Apps|Comfort: Apps controle|Comfort: navigatie via mobiele telefoon|Comfort: Spraak naar tekst|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Sfeerverlichting|Overig: Media control
R786VH,Renault,Clio,2022,1.0 TCe 90 GPF Equilibre 5d,Equilibre,22767.0,B,0.0,824.0,91,160,12.2,180,4050,1440,1057,5,318,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Comfort: 12v stopcontact|Uiterlijk: Spoiler|Remmen: ABS|Comfort: Kofferontsluiting|Comfort: Cruise control|Comfort: Leeslampen|Comfort: Make-up spiegel|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Toerenteller|Instrumentatie: Buitentemperatuur|Instrumentatie: Waarsch. veiligheidsgordels|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Opbergruimte: Console|Transmissie: Stabiliteitscontrole|Remmen: Elektronische remkrachtverdeling|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Telematics|Motor: Roetfilter systeem|Wielen: Bandenset|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Motor: Regeneratieve remmen|Instrumentatie: Verkeersbordherkenning|Comfort: Bestuurders profielen|Comfort: ingebouwde Apps|Comfort: Apps controle|Comfort: Spraak naar tekst|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Media control|Overig: Noodoproep|Overig: USB oplaadpoort(en)
291373,Seat,Arona,2026,1.0 TSI 70kW Reference 5d,Reference,26010.0,B,0.0,727.0,95,175,11.3,182,4153,1552,1088,5,400,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Uiterlijk: Voorbereiding trekhaak|Comfort: 12v stopcontact|Remmen: ABS|Comfort: Cruise control|Comfort: Parkeer sensors|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Computer|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Dak: Dakrelingen|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Transmissie: Stabiliteitscontrole|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Telematics|Wielen: Bandenset|Overig: lokale taal|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Comfort: Apps controle|Veiligheid: Remsyst ter prev mrdere botsingen|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Voorbereiding alcoholslot|Overig: Datarecorder voor ongeluk|Overig: Noodoproep|Overig: USB oplaadpoort(en)|Overig: GSR2-compatibel
R386VH,SEAT,Ibiza,2023,1.0 Eco TSI Style Business Intense 5d,Style Business Intense,23675.0,B,0.0,769.0,95,175,10.9,186,4059,1444,1044,5,355,Stoelen: Zitplaatsen|Audio: Luidsprekers|Audio: Audio apparatuur|Audio: Afstandsbed. audio|Uiterlijk: Voorbereiding trekhaak|Comfort: 12v stopcontact|Remmen: ABS|Comfort: Kofferontsluiting|Comfort: Cruise control|Comfort: Leeslampen|Comfort: Make-up spiegel|Comfort: Parkeer sensors|Transmissie: Sperdifferentieel|Transmissie: Electronic traction control|Motor: Compressor|Instrumentatie: Instrumentatie|Instrumentatie: Toerenteller|Instrumentatie: Buitentemperatuur|Instrumentatie: Waarsch. veiligheidsgordels|Instrumentatie: Computer|Interieurbekleding: Luxe afwerking|Verlichting: Koplampen|Verlichting: Koplampbediening|Verlichting: Verl. aan bij daglicht|Veiligheid: Gordijnairbag|Wielen: Banden|Laadruimte: Laadruimteafd.|Laadruimte: Bagagefixering|Sloten: Centrale deurvergr.|Veiligheid: Airbag voorin|Veiligheid: Zij-airbag|Veiligheid: Hoofdsteunen|Veiligheid: Veiligheidsgordels voor|Veiligheid: Veiligheidsgordels achter|Stoelen: Stoelbekleding|Stoelen: Centrale armsteun voor|Opbergruimte: Bergvak onder stoel|Opbergruimte: Bekerhouders|Ventilatie: Ventilatiesysteem|Ventilatie: Gescheiden ventilatie|Ventilatie: Airconditioning|Zicht: Achteruitkijkspiegel|Zicht: Buitenspiegels|Zicht: Elektrisch inklapbare spiegels|Zicht: Elektrisch bediende ramen|Wielen: Wielen|Comfort: Navigatiesystemen|Opbergruimte: Console|Transmissie: Stabiliteitscontrole|Remmen: Elektronische remkrachtverdeling|Remmen: Remassistent|Instrumentatie: Lage bandenspanningsindicator|Veiligheid: Isofix voorbereiding|Comfort: Stem herkennings systeem|Comfort: Telematics|Motor: Roetfilter systeem|Wielen: Bandenset|Remmen: helling houder|Veiligheid: automatische waarschuwingslampen|Veiligheid: Botsings waarschuwing|Comfort: Bluetooth|Motor: Start/Stop|Veiligheid: Lane departure waarschuwing|Zicht: privacy glas|Audio: Verb. met ext. entertainment syst.|Comfort: Snelheidsbegrenzer|Instrumentatie: Multifunctioneel scherm|Verlichting: LED lichten|Comfort: Wifi netwerk|Comfort: ingebouwde Apps|Comfort: Apps controle|Comfort: Spraak naar tekst|Veiligheid: Remsyst ter prev mrdere botsingen|Veiligheid: airbags|Comfort: Telefoon integratie|Overig: Media control|Overig: Services op afstand|Overig: Noodoproep|Overig: USB oplaadpoort(en)
