leasecarId,make,model,duration,mileage,pricePerMonth
361646,Skoda,Fabia,72,20000,461.0
361646,Skoda,Fabia,24,25000,793.0
361646,Skoda,Fabia,36,25000,653.0
361646,Skoda,Fabia,48,25000,573.0
361646,Skoda,Fabia,60,25000,533.0
361646,Skoda,Fabia,72,25000,493.0
361646,Skoda,Fabia,24,30000,825.0
361646,Skoda,Fabia,36,30000,685.0
361646,Skoda,Fabia,48,30000,605.0
361646,Skoda,Fabia,60,30000,565.0
361646,Skoda,Fabia,72,30000,525.0
376671,Hyundai,Bayon,24,5000,609.0
376671,Hyundai,Bayon,36,5000,489.0
376671,Hyundai,Bayon,48,5000,429.0
376671,Hyundai,Bayon,60,5000,399.0
376671,Hyundai,Bayon,72,5000,369.0
376671,Hyundai,Bayon,24,7500,624.0
376671,Hyundai,Bayon,36,7500,504.0
376671,Hyundai,Bayon,48,7500,444.0
376671,Hyundai,Bayon,60,7500,414.0
376671,Hyundai,Bayon,72,7500,384.0
376671,Hyundai,Bayon,24,10000,639.0
376671,Hyundai,Bayon,36,10000,519.0
376671,Hyundai,Bayon,48,10000,459.0
376671,Hyundai,Bayon,60,10000,429.0
376671,Hyundai,Bayon,72,10000,399.0
376671,Hyundai,Bayon,24,15000,674.0
376671,Hyundai,Bayon,36,15000,554.0
376671,Hyundai,Bayon,48,15000,494.0
376671,Hyundai,Bayon,60,15000,464.0
376671,Hyundai,Bayon,72,15000,434.0
376671,Hyundai,Bayon,24,20000,709.0
376671,Hyundai,Bayon,36,20000,589.0
376671,Hyundai,Bayon,48,20000,529.0
376671,Hyundai,Bayon,60,20000,499.0
376671,Hyundai,Bayon,72,20000,469.0
376671,Hyundai,Bayon,24,25000,749.0
376671,Hyundai,Bayon,36,25000,629.0
376671,Hyundai,Bayon,48,25000,569.0
376671,Hyundai,Bayon,60,25000,539.0
376671,Hyundai,Bayon,72,25000,509.0
376671,Hyundai,Bayon,24,30000,789.0
376671,Hyundai,Bayon,36,30000,669.0
376671,Hyundai,Bayon,48,30000,609.0
376671,Hyundai,Bayon,60,30000,579.0
376671,Hyundai,Bayon,72,30000,549.0
346255,Renault,Clio,24,5000,574.0
346255,Renault,Clio,36,5000,494.0
346255,Renault,Clio,48,5000,434.0
346255,Renault,Clio,60,5000,404.0
346255,Renault,Clio,72,5000,374.0
346255,Renault,Clio,24,7500,587.0
346255,Renault,Clio,36,7500,507.0
346255,Renault,Clio,48,7500,447.0
346255,Renault,Clio,60,7500,417.0
346255,Renault,Clio,72,7500,387.0
346255,Renault,Clio,24,10000,600.0
346255,Renault,Clio,36,10000,520.0
346255,Renault,Clio,48,10000,460.0
346255,Renault,Clio,60,10000,430.0
346255,Renault,Clio,72,10000,400.0
346255,Renault,Clio,24,15000,636.0
346255,Renault,Clio,36,15000,556.0
346255,Renault,Clio,48,15000,496.0
346255,Renault,Clio,60,15000,466.0
346255,Renault,Clio,72,15000,436.0
346255,Renault,Clio,24,20000,672.0
346255,Renault,Clio,36,20000,592.0
346255,Renault,Clio,48,20000,532.0
346255,Renault,Clio,60,20000,502.0
346255,Renault,Clio,72,20000,472.0
346255,Renault,Clio,24,25000,708.0
346255,Renault,Clio,36,25000,628.0
346255,Renault,Clio,48,25000,568.0
346255,Renault,Clio,60,25000,538.0
346255,Renault,Clio,72,25000,508.0
346255,Renault,Clio,24,30000,744.0
346255,Renault,Clio,36,30000,664.0
346255,Renault,Clio,48,30000,604.0
346255,Renault,Clio,60,30000,574.0
346255,Renault,Clio,72,30000,544.0
372609,Renault,5,24,5000,674.0
372609,Renault,5,36,5000,514.0
372609,Renault,5,48,5000,444.0
372609,Renault,5,60,5000,409.0
372609,Renault,5,72,5000,374.0
372609,Renault,5,24,7500,684.0
372609,Renault,5,36,7500,524.0
372609,Renault,5,48,7500,454.0
372609,Renault,5,60,7500,419.0
372609,Renault,5,72,7500,384.0
372609,Renault,5,24,10000,694.0
372609,Renault,5,36,10000,534.0
372609,Renault,5,48,10000,464.0
372609,Renault,5,60,10000,429.0
372609,Renault,5,72,10000,394.0
372609,Renault,5,24,15000,722.0
372609,Renault,5,36,15000,562.0
372609,Renault,5,48,15000,492.0
372609,Renault,5,60,15000,457.0
372609,Renault,5,72,15000,422.0
372609,Renault,5,24,20000,750.0
372609,Renault,5,36,20000,590.0
372609,Renault,5,48,20000,520.0
372609,Renault,5,60,20000,485.0
372609,Renault,5,72,20000,450.0
372609,Renault,5,24,25000,778.0
372609,Renault,5,36,25000,618.0
372609,Renault,5,48,25000,548.0
372609,Renault,5,60,25000,513.0
372609,Renault,5,72,25000,478.0
372609,Renault,5,24,30000,806.0
372609,Renault,5,36,30000,646.0
372609,Renault,5,48,30000,576.0
372609,Renault,5,60,30000,541.0
372609,Renault,5,72,30000,506.0
J304SH,Opel,Crossland X,12,5000,509.0
J304SH,Opel,Crossland X,24,5000,419.0
J304SH,Opel,Crossland X,36,5000,379.0
J304SH,Opel,Crossland X,12,7500,519.0
J304SH,Opel,Crossland X,24,7500,429.0
J304SH,Opel,Crossland X,36,7500,389.0
J304SH,Opel,Crossland X,12,10000,529.0
J304SH,Opel,Crossland X,24,10000,439.0
J304SH,Opel,Crossland X,36,10000,399.0
J304SH,Opel,Crossland X,12,15000,564.0
J304SH,Opel,Crossland X,24,15000,474.0
J304SH,Opel,Crossland X,36,15000,424.0
J304SH,Opel,Crossland X,12,20000,599.0
J304SH,Opel,Crossland X,24,20000,509.0
J304SH,Opel,Crossland X,36,20000,459.0
J304SH,Opel,Crossland X,12,25000,634.0
J304SH,Opel,Crossland X,24,25000,544.0
J304SH,Opel,Crossland X,36,25000,494.0
J304SH,Opel,Crossland X,12,30000,669.0
J304SH,Opel,Crossland X,24,30000,579.0
J304SH,Opel,Crossland X,36,30000,529.0
R608PG,Nissan,Micra,6,5000,379.0
R608PG,Nissan,Micra,6,7500,394.0
R608PG,Nissan,Micra,6,10000,409.0
R608PG,Nissan,Micra,6,15000,439.0
R608PG,Nissan,Micra,6,20000,469.0
R608PG,Nissan,Micra,6,25000,499.0
R608PG,Nissan,Micra,6,30000,529.0
359394,MINI,Cooper,24,5000,619.0
359394,MINI,Cooper,36,5000,499.0
359394,MINI,Cooper,48,5000,439.0
359394,MINI,Cooper,60,5000,409.0
359394,MINI,Cooper,72,5000,379.0
359394,MINI,Cooper,24,7500,633.0
359394,MINI,Cooper,36,7500,513.0
359394,MINI,Cooper,48,7500,453.0
359394,MINI,Cooper,60,7500,423.0
359394,MINI,Cooper,72,7500,393.0
359394,MINI,Cooper,24,10000,647.0
359394,MINI,Cooper,36,10000,527.0
359394,MINI,Cooper,48,10000,467.0
359394,MINI,Cooper,60,10000,437.0
359394,MINI,Cooper,72,10000,407.0
359394,MINI,Cooper,24,15000,675.0
359394,MINI,Cooper,36,15000,555.0
359394,MINI,Cooper,48,15000,495.0
359394,MINI,Cooper,60,15000,465.0
359394,MINI,Cooper,72,15000,435.0
359394,MINI,Cooper,24,20000,703.0
359394,MINI,Cooper,36,20000,583.0
359394,MINI,Cooper,48,20000,523.0
359394,MINI,Cooper,60,20000,493.0
359394,MINI,Cooper,72,20000,463.0
359394,MINI,Cooper,24,25000,731.0
359394,MINI,Cooper,36,25000,611.0
359394,MINI,Cooper,48,25000,551.0
359394,MINI,Cooper,60,25000,521.0
359394,MINI,Cooper,72,25000,491.0
359394,MINI,Cooper,24,30000,759.0
359394,MINI,Cooper,36,30000,639.0
359394,MINI,Cooper,48,30000,579.0
359394,MINI,Cooper,60,30000,549.0
359394,MINI,Cooper,72,30000,519.0
J272PB,Opel,Astra,12,5000,509.0
J272PB,Opel,Astra,24,5000,419.0
J272PB,Opel,Astra,36,5000,389.0
J272PB,Opel,Astra,12,7500,519.0
J272PB,Opel,Astra,24,7500,429.0
J272PB,Opel,Astra,36,7500,399.0
J272PB,Opel,Astra,12,10000,529.0
J272PB,Opel,Astra,24,10000,439.0
J272PB,Opel,Astra,36,10000,409.0
J272PB,Opel,Astra,12,15000,559.0
J272PB,Opel,Astra,24,15000,469.0
J272PB,Opel,Astra,36,15000,439.0
J272PB,Opel,Astra,12,20000,589.0
J272PB,Opel,Astra,24,20000,499.0
J272PB,Opel,Astra,36,20000,469.0
J272PB,Opel,Astra,12,25000,619.0
J272PB,Opel,Astra,24,25000,529.0
J272PB,Opel,Astra,36,25000,499.0
J272PB,Opel,Astra,12,30000,649.0
J272PB,Opel,Astra,24,30000,559.0
J272PB,Opel,Astra,36,30000,529.0
R786VH,Renault,Clio,6,5000,394.0
R786VH,Renault,Clio,6,7500,409.0
R786VH,Renault,Clio,6,10000,424.0
R786VH,Renault,Clio,6,15000,454.0
R786VH,Renault,Clio,6,20000,484.0
R786VH,Renault,Clio,6,25000,514.0
R786VH,Renault,Clio,6,30000,544.0
291373,Seat,Arona,24,5000,714.0
291373,Seat,Arona,36,5000,554.0
291373,Seat,Arona,48,5000,474.0
291373,Seat,Arona,60,5000,434.0
291373,Seat,Arona,72,5000,394.0
291373,Seat,Arona,24,7500,728.0
291373,Seat,Arona,36,7500,568.0
291373,Seat,Arona,48,7500,488.0
291373,Seat,Arona,60,7500,448.0
291373,Seat,Arona,72,7500,408.0
291373,Seat,Arona,24,10000,742.0
291373,Seat,Arona,36,10000,582.0
291373,Seat,Arona,48,10000,502.0
291373,Seat,Arona,60,10000,462.0
291373,Seat,Arona,72,10000,422.0
291373,Seat,Arona,24,15000,778.0
291373,Seat,Arona,36,15000,618.0
291373,Seat,Arona,48,15000,538.0
291373,Seat,Arona,60,15000,498.0
291373,Seat,Arona,72,15000,458.0
291373,Seat,Arona,24,20000,814.0
291373,Seat,Arona,36,20000,654.0
291373,Seat,Arona,48,20000,574.0
291373,Seat,Arona,60,20000,534.0
291373,Seat,Arona,72,20000,494.0
291373,Seat,Arona,24,25000,850.0
291373,Seat,Arona,36,25000,690.0
291373,Seat,Arona,48,25000,610.0
291373,Seat,Arona,60,25000,570.0
291373,Seat,Arona,72,25000,530.0
291373,Seat,Arona,24,30000,886.0
291373,Seat,Arona,36,30000,726.0
291373,Seat,Arona,48,30000,646.0
291373,Seat,Arona,60,30000,606.0
291373,Seat,Arona,72,30000,566.0
R386VH,SEAT,Ibiza,6,5000,394.0
R386VH,SEAT,Ibiza,6,7500,409.0
R386VH,SEAT,Ibiza,6,10000,424.0
R386VH,SEAT,Ibiza,6,15000,454.0
R386VH,SEAT,Ibiza,6,20000,484.0
R386VH,SEAT,Ibiza,6,25000,514.0
R386VH,SEAT,Ibiza,6,30000,544.0
375124,Mitsubishi,Colt,24,5000,634.0
375124,Mitsubishi,Colt,36,5000,514.0
375124,Mitsubishi,Colt,48,5000,454.0
375124,Mitsubishi,Colt,60,5000,424.0
375124,Mitsubishi,Colt,72,5000,394.0
375124,Mitsubishi,Colt,24,7500,648.0
375124,Mitsubishi,Colt,36,7500,528.0
375124,Mitsubishi,Colt,48,7500,468.0
375124,Mitsubishi,Colt,60,7500,438.0
375124,Mitsubishi,Colt,72,7500,408.0
375124,Mitsubishi,Colt,24,10000,662.0
375124,Mitsubishi,Colt,36,10000,542.0
375124,Mitsubishi,Colt,48,10000,482.0
375124,Mitsubishi,Colt,60,10000,452.0
375124,Mitsubishi,Colt,72,10000,422.0
375124,Mitsubishi,Colt,24,15000,696.0
375124,Mitsubishi,Colt,36,15000,576.0
375124,Mitsubishi,Colt,48,15000,516.0
375124,Mitsubishi,Colt,60,15000,486.0
375124,Mitsubishi,Colt,72,15000,456.0
375124,Mitsubishi,Colt,24,20000,730.0
375124,Mitsubishi,Colt,36,20000,610.0
375124,Mitsubishi,Colt,48,20000,550.0
375124,Mitsubishi,Colt,60,20000,520.0
375124,Mitsubishi,Colt,72,20000,490.0
375124,Mitsubishi,Colt,24,25000,764.0
375124,Mitsubishi,Colt,36,25000,644.0
375124,Mitsubishi,Colt,48,25000,584.0
375124,Mitsubishi,Colt,60,25000,554.0
375124,Mitsubishi,Colt,72,25000,524.0
375124,Mitsubishi,Colt,24,30000,798.0
375124,Mitsubishi,Colt,36,30000,678.0
375124,Mitsubishi,Colt,48,30000,618.0
375124,Mitsubishi,Colt,60,30000,588.0
375124,Mitsubishi,Colt,72,30000,558.0
HJV82P,Nissan,Juke,12,5000,644.0
HJV82P,Nissan,Juke,24,5000,559.0
HJV82P,Nissan,Juke,36,5000,494.0
HJV82P,Nissan,Juke,48,5000,449.0
HJV82P,Nissan,Juke,60,5000,424.0
HJV82P,Nissan,Juke,72,5000,399.0
HJV82P,Nissan,Juke,12,7500,654.0
HJV82P,Nissan,Juke,24,7500,569.0
HJV82P,Nissan,Juke,36,7500,504.0
HJV82P,Nissan,Juke,48,7500,459.0
HJV82P,Nissan,Juke,60,7500,434.0
HJV82P,Nissan,Juke,72,7500,409.0
HJV82P,Nissan,Juke,12,10000,664.0
HJV82P,Nissan,Juke,24,10000,579.0
HJV82P,Nissan,Juke,36,10000,514.0
HJV82P,Nissan,Juke,48,10000,469.0
HJV82P,Nissan,Juke,60,10000,444.0
HJV82P,Nissan,Juke,72,10000,419.0
HJV82P,Nissan,Juke,12,15000,699.0
HJV82P,Nissan,Juke,24,15000,614.0
HJV82P,Nissan,Juke,36,15000,549.0
HJV82P,Nissan,Juke,48,15000,504.0
HJV82P,Nissan,Juke,60,15000,479.0
HJV82P,Nissan,Juke,72,15000,454.0
HJV82P,Nissan,Juke,12,20000,734.0
HJV82P,Nissan,Juke,24,20000,649.0
HJV82P,Nissan,Juke,36,20000,584.0
HJV82P,Nissan,Juke,48,20000,539.0
HJV82P,Nissan,Juke,60,20000,514.0
HJV82P,Nissan,Juke,72,20000,489.0
HJV82P,Nissan,Juke,12,25000,769.0
HJV82P,Nissan,Juke,24,25000,684.0
HJV82P,Nissan,Juke,36,25000,619.0
HJV82P,Nissan,Juke,48,25000,574.0
HJV82P,Nissan,Juke,60,25000,549.0
HJV82P,Nissan,Juke,72,25000,524.0
HJV82P,Nissan,Juke,12,30000,804.0
HJV82P,Nissan,Juke,24,30000,719.0
HJV82P,Nissan,Juke,36,30000,654.0
HJV82P,Nissan,Juke,48,30000,609.0
HJV82P,Nissan,Juke,60,30000,584.0
HJV82P,Nissan,Juke,72,30000,559.0
376084,Nissan,Micra,24,5000,724.0
376084,Nissan,Micra,36,5000,559.0
376084,Nissan,Micra,48,5000,489.0
376084,Nissan,Micra,60,5000,439.0
376084,Nissan,Micra,72,5000,399.0
376084,Nissan,Micra,24,7500,735.0
376084,Nissan,Micra,36,7500,570.0
376084,Nissan,Micra,48,7500,500.0
376084,Nissan,Micra,60,7500,450.0
376084,Nissan,Micra,72,7500,410.0
376084,Nissan,Micra,24,10000,746.0
376084,Nissan,Micra,36,10000,581.0
376084,Nissan,Micra,48,10000,511.0
376084,Nissan,Micra,60,10000,461.0
376084,Nissan,Micra,72,10000,421.0
376084,Nissan,Micra,24,15000,770.0
376084,Nissan,Micra,36,15000,605.0
376084,Nissan,Micra,48,15000,535.0
376084,Nissan,Micra,60,15000,485.0
376084,Nissan,Micra,72,15000,445.0
376084,Nissan,Micra,24,20000,794.0
376084,Nissan,Micra,36,20000,629.0
376084,Nissan,Micra,48,20000,559.0
376084,Nissan,Micra,60,20000,509.0
376084,Nissan,Micra,72,20000,469.0
376084,Nissan,Micra,24,25000,818.0
376084,Nissan,Micra,36,25000,653.0
376084,Nissan,Micra,48,25000,583.0
376084,Nissan,Micra,60,25000,533.0
376084,Nissan,Micra,72,25000,493.0
376084,Nissan,Micra,24,30000,842.0
376084,Nissan,Micra,36,30000,677.0
376084,Nissan,Micra,48,30000,607.0
376084,Nissan,Micra,60,30000,557.0
376084,Nissan,Micra,72,30000,517.0
J549RF,Volkswagen,Polo,12,5000,689.0
J549RF,Volkswagen,Polo,24,5000,469.0
J549RF,Volkswagen,Polo,36,5000,399.0
J549RF,Volkswagen,Polo,12,7500,699.0
J549RF,Volkswagen,Polo,24,7500,479.0
J549RF,Volkswagen,Polo,36,7500,409.0
J549RF,Volkswagen,Polo,12,10000,709.0
J549RF,Volkswagen,Polo,24,10000,489.0
J549RF,Volkswagen,Polo,36,10000,419.0
J549RF,Volkswagen,Polo,12,15000,739.0
J549RF,Volkswagen,Polo,24,15000,519.0
J549RF,Volkswagen,Polo,36,15000,449.0
J549RF,Volkswagen,Polo,12,20000,769.0
J549RF,Volkswagen,Polo,24,20000,549.0
J549RF,Volkswagen,Polo,36,20000,479.0
J549RF,Volkswagen,Polo,12,25000,799.0
J549RF,Volkswagen,Polo,24,25000,579.0
J549RF,Volkswagen,Polo,36,25000,509.0
J549RF,Volkswagen,Polo,12,30000,829.0
J549RF,Volkswagen,Polo,24,30000,609.0
J549RF,Volkswagen,Polo,36,30000,539.0
K603HL,Volkswagen,ID.3,12,5000,689.0
K603HL,Volkswagen,ID.3,24,5000,519.0
K603HL,Volkswagen,ID.3,36,5000,459.0
K603HL,Volkswagen,ID.3,48,5000,429.0
K603HL,Volkswagen,ID.3,60,5000,399.0
K603HL,Volkswagen,ID.3,12,7500,699.0
K603HL,Volkswagen,ID.3,24,7500,529.0
K603HL,Volkswagen,ID.3,36,7500,469.0
K603HL,Volkswagen,ID.3,48,7500,439.0
K603HL,Volkswagen,ID.3,60,7500,409.0
K603HL,Volkswagen,ID.3,12,10000,709.0
K603HL,Volkswagen,ID.3,24,10000,539.0
K603HL,Volkswagen,ID.3,36,10000,479.0
K603HL,Volkswagen,ID.3,48,10000,449.0
K603HL,Volkswagen,ID.3,60,10000,419.0
K603HL,Volkswagen,ID.3,12,15000,739.0
K603HL,Volkswagen,ID.3,24,15000,569.0
K603HL,Volkswagen,ID.3,36,15000,509.0
K603HL,Volkswagen,ID.3,48,15000,479.0
K603HL,Volkswagen,ID.3,60,15000,449.0
K603HL,Volkswagen,ID.3,12,20000,769.0
K603HL,Volkswagen,ID.3,24,20000,599.0
K603HL,Volkswagen,ID.3,36,20000,539.0
K603HL,Volkswagen,ID.3,48,20000,509.0
K603HL,Volkswagen,ID.3,60,20000,479.0
K603HL,Volkswagen,ID.3,12,25000,799.0
K603HL,Volkswagen,ID.3,24,25000,629.0
K603HL,Volkswagen,ID.3,36,25000,569.0
K603HL,Volkswagen,ID.3,48,25000,539.0
K603HL,Volkswagen,ID.3,60,25000,509.0
K603HL,Volkswagen,ID.3,12,30000,829.0
K603HL,Volkswagen,ID.3,24,30000,659.0
K603HL,Volkswagen,ID.3,36,30000,599.0
K603HL,Volkswagen,ID.3,48,30000,569.0
K603HL,Volkswagen,ID.3,60,30000,539.0
K203FN,Hyundai,KONA,12,5000,779.0
K203FN,Hyundai,KONA,24,5000,579.0
K203FN,Hyundai,KONA,36,5000,479.0
K203FN,Hyundai,KONA,48,5000,429.0
K203FN,Hyundai,KONA,60,5000,399.0
K203FN,Hyundai,KONA,12,7500,789.0
K203FN,Hyundai,KONA,24,7500,589.0
K203FN,Hyundai,KONA,36,7500,489.0
K203FN,Hyundai,KONA,48,7500,439.0
K203FN,Hyundai,KONA,60,7500,409.0
K203FN,Hyundai,KONA,12,10000,799.0
K203FN,Hyundai,KONA,24,10000,599.0
K203FN,Hyundai,KONA,36,10000,499.0
K203FN,Hyundai,KONA,48,10000,449.0
K203FN,Hyundai,KONA,60,10000,419.0
K203FN,Hyundai,KONA,12,15000,839.0
K203FN,Hyundai,KONA,24,15000,639.0
K203FN,Hyundai,KONA,36,15000,539.0
K203FN,Hyundai,KONA,48,15000,489.0
K203FN,Hyundai,KONA,60,15000,459.0
K203FN,Hyundai,KONA,12,20000,879.0
K203FN,Hyundai,KONA,24,20000,679.0
K203FN,Hyundai,KONA,36,20000,579.0
K203FN,Hyundai,KONA,48,20000,529.0
K203FN,Hyundai,KONA,60,20000,499.0
K203FN,Hyundai,KONA,12,25000,919.0
K203FN,Hyundai,KONA,24,25000,719.0
K203FN,Hyundai,KONA,36,25000,619.0
K203FN,Hyundai,KONA,48,25000,569.0
K203FN,Hyundai,KONA,60,25000,539.0
K203FN,Hyundai,KONA,12,30000,959.0
K203FN,Hyundai,KONA,24,30000,759.0
K203FN,Hyundai,KONA,36,30000,659.0
K203FN,Hyundai,KONA,48,30000,609.0
K203FN,Hyundai,KONA,60,30000,579.0
374311,Renault,4,24,5000,719.0
374311,Renault,4,36,5000,559.0
374311,Renault,4,48,5000,479.0
374311,Renault,4,60,5000,439.0
374311,Renault,4,72,5000,399.0
374311,Renault,4,24,7500,731.0
374311,Renault,4,36,7500,571.0
374311,Renault,4,48,7500,491.0
374311,Renault,4,60,7500,451.0
374311,Renault,4,72,7500,411.0
374311,Renault,4,24,10000,743.0
374311,Renault,4,36,10000,583.0
374311,Renault,4,48,10000,503.0
374311,Renault,4,60,10000,463.0
374311,Renault,4,72,10000,423.0
374311,Renault,4,24,15000,768.0
374311,Renault,4,36,15000,608.0
374311,Renault,4,48,15000,528.0
374311,Renault,4,60,15000,488.0
374311,Renault,4,72,15000,448.0
374311,Renault,4,24,20000,793.0
374311,Renault,4,36,20000,633.0
374311,Renault,4,48,20000,553.0
374311,Renault,4,60,20000,513.0
374311,Renault,4,72,20000,473.0
374311,Renault,4,24,25000,818.0
374311,Renault,4,36,25000,658.0
374311,Renault,4,48,25000,578.0
374311,Renault,4,60,25000,538.0
374311,Renault,4,72,25000,498.0
374311,Renault,4,24,30000,843.0
374311,Renault,4,36,30000,683.0
374311,Renault,4,48,30000,603.0
374311,Renault,4,60,30000,563.0
374311,Renault,4,72,30000,523.0
J361TG,Volkswagen,e-Golf,12,5000,809.0
J361TG,Volkswagen,e-Golf,24,5000,559.0
J361TG,Volkswagen,e-Golf,36,5000,459.0
J361TG,Volkswagen,e-Golf,48,5000,409.0
J361TG,Volkswagen,e-Golf,12,7500,824.0
J361TG,Volkswagen,e-Golf,24,7500,574.0
J361TG,Volkswagen,e-Golf,36,7500,474.0
J361TG,Volkswagen,e-Golf,48,7500,424.0
J361TG,Volkswagen,e-Golf,12,10000,839.0
J361TG,Volkswagen,e-Golf,24,10000,589.0
J361TG,Volkswagen,e-Golf,36,10000,489.0
J361TG,Volkswagen,e-Golf,48,10000,439.0
J361TG,Volkswagen,e-Golf,12,15000,874.0
J361TG,Volkswagen,e-Golf,24,15000,624.0
J361TG,Volkswagen,e-Golf,36,15000,524.0
J361TG,Volkswagen,e-Golf,48,15000,474.0
J361TG,Volkswagen,e-Golf,12,20000,909.0
J361TG,Volkswagen,e-Golf,24,20000,659.0
J361TG,Volkswagen,e-Golf,36,20000,559.0
J361TG,Volkswagen,e-Golf,48,20000,509.0
J361TG,Volkswagen,e-Golf,12,25000,944.0
J361TG,Volkswagen,e-Golf,24,25000,694.0
J361TG,Volkswagen,e-Golf,36,25000,594.0
J361TG,Volkswagen,e-Golf,48,25000,544.0
J361TG,Volkswagen,e-Golf,12,30000,979.0
J361TG,Volkswagen,e-Golf,24,30000,729.0
J361TG,Volkswagen,e-Golf,36,30000,629.0
J361TG,Volkswagen,e-Golf,48,30000,579.0
N923LL,Kia,Niro,12,5000,859.0
N923LL,Kia,Niro,24,5000,599.0
N923LL,Kia,Niro,36,5000,499.0
N923LL,Kia,Niro,48,5000,439.0
N923LL,Kia,Niro,60,5000,409.0
N923LL,Kia,Niro,12,7500,869.0
N923LL,Kia,Niro,24,7500,609.0
N923LL,Kia,Niro,36,7500,509.0
N923LL,Kia,Niro,48,7500,449.0
N923LL,Kia,Niro,60,7500,419.0
N923LL,Kia,Niro,12,10000,879.0
N923LL,Kia,Niro,24,10000,619.0
N923LL,Kia,Niro,36,10000,519.0
N923LL,Kia,Niro,48,10000,459.0
N923LL,Kia,Niro,60,10000,429.0
N923LL,Kia,Niro,12,15000,914.0
N923LL,Kia,Niro,24,15000,654.0
N923LL,Kia,Niro,36,15000,554.0
N923LL,Kia,Niro,48,15000,494.0
N923LL,Kia,Niro,60,15000,464.0
N923LL,Kia,Niro,12,20000,949.0
N923LL,Kia,Niro,24,20000,689.0
N923LL,Kia,Niro,36,20000,589.0
N923LL,Kia,Niro,48,20000,529.0
N923LL,Kia,Niro,60,20000,499.0
N923LL,Kia,Niro,12,25000,984.0
N923LL,Kia,Niro,24,25000,724.0
N923LL,Kia,Niro,36,25000,624.0
N923LL,Kia,Niro,48,25000,564.0
N923LL,Kia,Niro,60,25000,534.0
N923LL,Kia,Niro,12,30000,1019.0
N923LL,Kia,Niro,24,30000,759.0
N923LL,Kia,Niro,36,30000,659.0
N923LL,Kia,Niro,48,30000,599.0
N923LL,Kia,Niro,60,30000,569.0
L731NT,Opel,Corsa,6,5000,409.0
L731NT,Opel,Corsa,6,7500,424.0
L731NT,Opel,Corsa,6,10000,439.0
L731NT,Opel,Corsa,6,15000,469.0
L731NT,Opel,Corsa,6,20000,499.0
L731NT,Opel,Corsa,6,25000,529.0
L731NT,Opel,Corsa,6,30000,559.0
361615,Skoda,Scala,24,5000,729.0
361615,Skoda,Scala,36,5000,569.0
361615,Skoda,Scala,48,5000,489.0
361615,Skoda,Scala,60,5000,449.0
361615,Skoda,Scala,72,5000,409.0
361615,Skoda,Scala,24,7500,741.0
361615,Skoda,Scala,36,7500,581.0
361615,Skoda,Scala,48,7500,501.0
361615,Skoda,Scala,60,7500,461.0
361615,Skoda,Scala,72,7500,421.0
361615,Skoda,Scala,24,10000,753.0
361615,Skoda,Scala,36,10000,593.0
361615,Skoda,Scala,48,10000,513.0
361615,Skoda,Scala,60,10000,473.0
361615,Skoda,Scala,72,10000,433.0
361615,Skoda,Scala,24,15000,785.0
361615,Skoda,Scala,36,15000,625.0
361615,Skoda,Scala,48,15000,545.0
361615,Skoda,Scala,60,15000,505.0
361615,Skoda,Scala,72,15000,465.0
361615,Skoda,Scala,24,20000,817.0
361615,Skoda,Scala,36,20000,657.0
361615,Skoda,Scala,48,20000,577.0
361615,Skoda,Scala,60,20000,537.0
361615,Skoda,Scala,72,20000,497.0
361615,Skoda,Scala,24,25000,849.0
361615,Skoda,Scala,36,25000,689.0
361615,Skoda,Scala,48,25000,609.0
361615,Skoda,Scala,60,25000,569.0
361615,Skoda,Scala,72,25000,529.0
361615,Skoda,Scala,24,30000,881.0
361615,Skoda,Scala,36,30000,721.0
361615,Skoda,Scala,48,30000,641.0
361615,Skoda,Scala,60,30000,601.0
361615,Skoda,Scala,72,30000,561.0
J846XF,Opel,Astra Sports Tourer,12,5000,669.0
J846XF,Opel,Astra Sports Tourer,24,5000,449.0
J846XF,Opel,Astra Sports Tourer,36,5000,409.0
J846XF,Opel,Astra Sports Tourer,12,7500,679.0
J846XF,Opel,Astra Sports Tourer,24,7500,459.0
J846XF,Opel,Astra Sports Tourer,36,7500,419.0
J846XF,Opel,Astra Sports Tourer,12,10000,689.0
J846XF,Opel,Astra Sports Tourer,24,10000,469.0
J846XF,Opel,Astra Sports Tourer,36,10000,429.0
J846XF,Opel,Astra Sports Tourer,12,15000,724.0
J846XF,Opel,Astra Sports Tourer,24,15000,504.0
J846XF,Opel,Astra Sports Tourer,36,15000,464.0
J846XF,Opel,Astra Sports Tourer,12,20000,759.0
J846XF,Opel,Astra Sports Tourer,24,20000,539.0
J846XF,Opel,Astra Sports Tourer,36,20000,499.0
J846XF,Opel,Astra Sports Tourer,12,25000,794.0
J846XF,Opel,Astra Sports Tourer,24,25000,574.0
J846XF,Opel,Astra Sports Tourer,36,25000,534.0
J846XF,Opel,Astra Sports Tourer,12,30000,829.0
J846XF,Opel,Astra Sports Tourer,24,30000,609.0
J846XF,Opel,Astra Sports Tourer,36,30000,569.0
K279FX,BMW,i3,12,5000,589.0
K279FX,BMW,i3,24,5000,489.0
K279FX,BMW,i3,36,5000,449.0
K279FX,BMW,i3,48,5000,429.0
K279FX,BMW,i3,60,5000,409.0
K279FX,BMW,i3,12,7500,599.0
K279FX,BMW,i3,24,7500,499.0
K279FX,BMW,i3,36,7500,459.0
